# BSM2-style influent (synthesised, not the canonical IWA 609-day file).
# Generated by scripts/generate_bsm2_influent.py at repo setup.
# Profile follows the BSM2 constant-influent composition plus a diurnal
# flow / load pattern and a time-varying temperature T (degC). Replace with
# the official BSM2 file for published comparisons. TSS is omitted (derived).
# Columns: t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q,T
t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q,T
6.45833,27.7634,66.2617,94.324,414.526,57.7274,0,0,0,0,27.1756,6.43708,18.3716,7.97289,23517.7,14.9026
6.46875,24.7445,59.3249,84.0677,371.13,51.684,0,0,0,0,24.3306,5.76319,16.4483,7.13822,21055.7,14.8813
6.47917,29.7405,71.5623,101.041,447.685,62.3453,0,0,0,0,29.3495,6.95201,19.8412,8.61067,25399,14.859
6.48958,27.5136,66.3738,93.4755,415.227,57.8251,0,0,0,0,27.2215,6.44797,18.4026,7.98637,23557.5,14.8358
6.5,29.6847,71.707,100.852,448.591,62.4714,0,0,0,0,29.4088,6.96607,19.8813,8.62808,25450.4,14.8119
6.51042,31.1238,75.1804,105.741,470.32,65.4974,0,0,0,0,30.8333,7.3035,20.8443,9.04602,26683.2,14.7873
6.52083,27.0076,65.1375,91.7564,407.492,56.748,0,0,0,0,26.7145,6.32786,18.0599,7.83761,23118.7,14.7622
6.53125,25.5467,61.42,86.7929,384.237,53.5093,0,0,0,0,25.1899,5.96673,17.0292,7.39031,21799.3,14.7368
6.54167,28.4025,67.9552,96.4956,425.12,59.2028,0,0,0,0,27.8701,6.60159,18.8411,8.17665,24118.8,14.7111
6.55208,26.98,64.1243,91.6627,401.154,55.8653,0,0,0,0,26.299,6.22943,17.779,7.7157,22759.1,14.6853
6.5625,26.6117,62.7144,90.4113,392.334,54.637,0,0,0,0,25.7207,6.09247,17.388,7.54605,22258.7,14.6597
6.57292,25.8196,60.2202,87.7201,376.73,52.464,0,0,0,0,24.6978,5.85017,16.6965,7.24594,21373.5,14.6342
6.58333,29.5238,68.0205,100.305,425.528,59.2597,0,0,0,0,27.8969,6.60794,18.8592,8.18451,24142,14.609
6.59375,26.6236,60.4766,90.4517,378.334,52.6874,0,0,0,0,24.8029,5.87507,16.7676,7.27679,21464.5,14.5844
6.60417,25.3209,56.6037,86.026,354.106,49.3133,0,0,0,0,23.2146,5.49883,15.6938,6.81079,20089.9,14.5603
6.61458,26.6169,58.4496,90.429,365.654,50.9215,0,0,0,0,23.9716,5.67816,16.2056,7.0329,20745,14.537
6.625,25.6508,55.2375,87.1467,345.559,48.1231,0,0,0,0,22.6543,5.36611,15.315,6.6464,19605,14.5146
6.63542,27.4412,57.8552,93.2293,361.935,50.4036,0,0,0,0,23.7278,5.62041,16.0408,6.96137,20534.1,14.4931
6.64583,26.6553,54.9402,90.5595,343.7,47.8641,0,0,0,0,22.5323,5.33724,15.2326,6.61063,19499.5,14.4728
6.65625,25.7867,51.8926,87.6085,324.634,45.209,0,0,0,0,21.2824,5.04117,14.3876,6.24393,18417.8,14.4537
6.66667,28.0454,55.043,95.2821,344.342,47.9536,0,0,0,0,22.5745,5.34722,15.2611,6.623,19536,14.436
6.67708,26.3503,50.3956,89.5232,315.269,43.9048,0,0,0,0,20.6685,4.89575,13.9726,6.06381,17886.5,14.4197
6.6875,28.2115,52.5486,95.8464,328.738,45.7805,0,0,0,0,21.5515,5.1049,14.5695,6.32287,18650.7,14.405
6.69792,28.9428,52.4937,98.331,328.394,45.7327,0,0,0,0,21.529,5.09956,14.5543,6.31625,18631.1,14.392
6.70833,26.7335,47.2186,90.825,295.394,41.137,0,0,0,0,19.3655,4.58711,13.0917,5.68154,16758.9,14.3806
6.71875,26.3461,45.3418,89.5089,283.653,39.5019,0,0,0,0,18.5958,4.40478,12.5714,5.45571,16092.8,14.3711
6.72917,27.4975,46.1549,93.4207,288.74,40.2103,0,0,0,0,18.9293,4.48378,12.7968,5.55355,16381.4,14.3635
6.73958,28.4397,46.6235,96.6219,291.671,40.6185,0,0,0,0,19.1214,4.5293,12.9267,5.60993,16547.7,14.3578
6.75,27.2224,43.6687,92.4861,273.186,38.0443,0,0,0,0,17.9096,4.24225,12.1075,5.2544,15499,14.3541
6.76042,27.4167,43.1351,93.1463,269.848,37.5795,0,0,0,0,17.6908,4.19042,11.9595,5.1902,15309.6,14.3525
6.77083,27.1896,42.0711,92.3746,263.192,36.6525,0,0,0,0,17.2544,4.08705,11.6645,5.06217,14932,14.3529
6.78125,27.6499,42.2091,93.9384,264.055,36.7727,0,0,0,0,17.311,4.10045,11.7028,5.07877,14980.9,14.3555
6.79167,28.0821,42.4411,95.4069,265.507,36.9748,0,0,0,0,17.4061,4.12299,11.7671,5.10669,15063.3,14.3602
6.80208,26.265,39.4464,89.2335,246.772,34.3658,0,0,0,0,16.1779,3.83207,10.9368,4.74635,14000.4,14.367
6.8125,26.5693,39.8095,90.2673,249.044,34.6822,0,0,0,0,16.3269,3.86735,11.0375,4.79005,14129.3,14.376
6.82292,27.2855,40.9503,92.7006,256.18,35.676,0,0,0,0,16.7947,3.97817,11.3538,4.92731,14534.2,14.3871
6.83333,26.3199,39.7245,89.42,248.512,34.6081,0,0,0,0,16.292,3.85909,11.0139,4.77982,14099.1,14.4003
6.84375,27.4115,41.7672,93.1286,261.29,36.3877,0,0,0,0,17.1297,4.05752,11.5803,5.0256,14824.1,14.4156
6.85417,27.9561,43.1609,94.9787,270.009,37.6019,0,0,0,0,17.7014,4.19292,11.9667,5.1933,15318.7,14.4329
6.86458,27.1966,42.6871,92.3985,267.046,37.1892,0,0,0,0,17.5071,4.1469,11.8353,5.13629,15150.6,14.4523
6.875,26.4046,42.2596,89.7076,264.371,36.8167,0,0,0,0,17.3317,4.10537,11.7168,5.08485,14998.9,14.4736
6.88542,26.1682,42.8156,88.9045,267.849,37.3011,0,0,0,0,17.5597,4.15937,11.871,5.15175,15196.2,14.4968
6.89583,29.6102,49.6336,100.598,310.502,43.2409,0,0,0,0,20.356,4.82172,13.7613,5.97212,17616,14.5219
6.90625,28.4221,48.8904,96.562,305.853,42.5935,0,0,0,0,20.0512,4.74952,13.5552,5.88269,17352.3,14.5487
6.91667,25.7016,45.4243,87.3194,284.169,39.5738,0,0,0,0,18.6296,4.4128,12.5942,5.46564,16122.1,14.5771
6.92708,26.0813,47.3972,88.6093,296.511,41.2926,0,0,0,0,19.4388,4.60446,13.1412,5.70303,16822.3,14.6071
6.9375,29.7771,55.6616,101.165,348.213,48.4926,0,0,0,0,22.8282,5.40732,15.4326,6.69744,19755.5,14.6386
6.94792,29.2835,56.3033,99.4887,352.227,49.0517,0,0,0,0,23.0914,5.46966,15.6105,6.77465,19983.3,14.6715
6.95833,27.4007,54.1679,93.0918,338.868,47.1912,0,0,0,0,22.2156,5.2622,15.0185,6.5177,19225.4,14.7056
6.96875,28.8024,58.5026,97.854,365.985,50.9677,0,0,0,0,23.9934,5.68331,16.2203,7.03927,20763.8,14.7409
6.97917,25.202,52.5441,85.6218,328.71,45.7766,0,0,0,0,21.5496,5.10446,14.5683,6.32232,18649,14.7771
6.98958,27.228,58.1997,92.5051,364.091,50.7038,0,0,0,0,23.8691,5.65388,16.1363,7.00283,20656.3,14.8143
7,28.2347,61.7858,95.9252,386.525,53.828,0,0,0,0,25.3399,6.00226,17.1306,7.43432,21929.1,14.8522
7.01042,24.6942,55.2349,83.8967,345.543,48.1208,0,0,0,0,22.6532,5.36586,15.3143,6.64609,19604.1,14.8908
7.02083,26.1603,59.7072,88.8777,373.521,52.0171,0,0,0,0,24.4874,5.80033,16.5543,7.18421,21191.4,14.9299
7.03125,28.2919,65.7685,96.1197,411.44,57.2977,0,0,0,0,26.9733,6.38916,18.2348,7.91354,23342.7,14.9693
7.04167,28.7667,67.9814,97.7327,425.283,59.2256,0,0,0,0,27.8808,6.60413,18.8484,8.1798,24128.1,15.009
7.05208,26.4185,63.3434,89.755,396.269,55.185,0,0,0,0,25.9787,6.15358,17.5625,7.62174,22482,15.0487
7.0625,27.6207,67.0591,93.8394,419.514,58.4221,0,0,0,0,27.5026,6.51454,18.5926,8.06882,23800.7,15.0884
7.07292,29.4053,72.1456,99.9022,451.335,62.8535,0,0,0,0,29.5887,7.00868,20.0029,8.68086,25606.1,15.1278
7.08333,26.7063,66.0844,90.7326,413.417,57.573,0,0,0,0,27.1029,6.41986,18.3224,7.95155,23454.8,15.167
7.09375,25.4111,63.294,86.3323,395.96,55.142,0,0,0,0,25.9585,6.14878,17.5488,7.6158,22464.4,15.2056
7.10417,27.1426,67.9235,92.215,424.921,59.1752,0,0,0,0,27.8571,6.59851,18.8323,8.17283,24107.5,15.2437
7.11458,26.691,66.9833,90.6807,419.04,58.3561,0,0,0,0,27.4715,6.50718,18.5716,8.05971,23773.8,15.281
7.125,28.9973,72.851,98.5163,455.748,63.4681,0,0,0,0,29.878,7.07721,20.1985,8.76574,25856.4,15.3174
7.13542,27.4442,68.9113,93.2395,431.101,60.0357,0,0,0,0,28.2622,6.69447,19.1062,8.29169,24458.1,15.3529
7.14583,26.1343,65.4865,88.7894,409.676,57.0521,0,0,0,0,26.8576,6.36177,18.1566,7.87961,23242.6,15.3872
7.15625,30.4941,76.1472,103.601,476.368,66.3397,0,0,0,0,31.2299,7.39742,21.1124,9.16235,27026.3,15.4202
7.16667,26.5454,65.976,90.186,412.738,57.4785,0,0,0,0,27.0584,6.40932,18.2923,7.9385,23416.3,15.452
7.17708,27.8693,68.8673,94.684,430.826,59.9975,0,0,0,0,28.2442,6.6902,19.094,8.2864,24442.5,15.4822
7.1875,28.1468,69.0895,95.6265,432.216,60.191,0,0,0,0,28.3353,6.71179,19.1556,8.31314,24521.4,15.511
7.19792,28.2939,68.9385,96.1265,431.271,60.0595,0,0,0,0,28.2734,6.69712,19.1137,8.29497,24467.8,15.538
7.20833,27.4616,66.3823,93.2987,415.28,57.8325,0,0,0,0,27.225,6.44879,18.405,7.98739,23560.5,15.5633
7.21875,28.0248,67.1872,95.2123,420.316,58.5337,0,0,0,0,27.5552,6.52699,18.6282,8.08425,23846.2,15.5869
7.22917,27.1338,64.5088,92.185,403.559,56.2003,0,0,0,0,26.4566,6.26678,17.8856,7.76196,22895.6,15.6085
7.23958,25.2943,59.6393,85.9354,373.096,51.9579,0,0,0,0,24.4595,5.79373,16.5354,7.17604,21167.3,15.6282
7.25,26.927,62.9829,91.4824,394.014,54.8709,0,0,0,0,25.8309,6.11856,17.4625,7.57837,22354,15.6459
7.26042,26.9561,62.5783,91.5814,391.483,54.5184,0,0,0,0,25.6649,6.07925,17.3503,7.52968,22210.4,15.6615
7.27083,26.9843,62.2147,91.6771,389.208,54.2016,0,0,0,0,25.5158,6.04392,17.2495,7.48592,22081.3,15.6751
7.28125,27.4115,62.8179,93.1284,392.982,54.7272,0,0,0,0,25.7632,6.10253,17.4168,7.55851,22295.4,15.6865
7.29167,26.3758,60.1368,89.6098,376.208,52.3913,0,0,0,0,24.6636,5.84206,16.6734,7.2359,21343.8,15.6958
7.30208,29.0276,65.9161,98.619,412.363,57.4263,0,0,0,0,27.0338,6.4035,18.2757,7.9313,23395.1,15.703
7.3125,29.359,66.4764,99.745,415.869,57.9145,0,0,0,0,27.2636,6.45794,18.4311,7.99872,23593.9,15.7081
7.32292,24.2308,54.7724,82.3224,342.65,47.7179,0,0,0,0,22.4635,5.32094,15.1861,6.59045,19439.9,15.711
7.33333,27.2389,61.5431,92.5421,385.006,53.6166,0,0,0,0,25.2404,5.97868,17.0633,7.40512,21843,15.7117
7.34375,26.2589,59.3722,89.2125,371.426,51.7253,0,0,0,0,24.35,5.76779,16.4614,7.14391,21072.5,15.7104
7.35417,23.6783,53.6382,80.4453,335.554,46.7298,0,0,0,0,21.9984,5.21075,14.8716,6.45397,19037.4,15.7071
7.36458,27.7845,63.1257,94.3959,394.907,54.9953,0,0,0,0,25.8894,6.13243,17.5021,7.59554,22404.7,15.7017
7.375,26.3838,60.1775,89.6371,376.463,52.4268,0,0,0,0,24.6803,5.84602,16.6847,7.24081,21358.3,15.6944
7.38542,26.7147,61.22,90.7612,382.985,53.3351,0,0,0,0,25.1079,5.9473,16.9737,7.36625,21728.3,15.6852
7.39583,26.3392,60.6842,89.4855,379.633,52.8683,0,0,0,0,24.8881,5.89525,16.8252,7.30178,21538.2,15.6741
7.40625,28.706,66.5245,97.5263,416.169,57.9564,0,0,0,0,27.2833,6.4626,18.4444,8.0045,23611,15.6613
7.41667,28.9133,67.4165,98.2307,421.75,58.7335,0,0,0,0,27.6492,6.54926,18.6917,8.11183,23927.6,15.6469
7.42708,27.603,64.7621,93.7792,405.144,56.421,0,0,0,0,26.5606,6.2914,17.9558,7.79245,22985.5,15.6309
7.4375,28.1697,66.4954,95.7046,415.987,57.931,0,0,0,0,27.2714,6.45978,18.4364,8.001,23600.7,15.6134
7.44792,27.0732,64.2764,91.979,402.106,55.9978,0,0,0,0,26.3614,6.24421,17.8211,7.73401,22813.1,15.5945
7.45833,27.417,65.4351,93.1472,409.354,57.0072,0,0,0,0,26.8365,6.35677,18.1424,7.87342,23224.3,15.5744
7.46875,26.2164,62.8538,89.0684,393.206,54.7585,0,0,0,0,25.7779,6.10601,17.4267,7.56283,22308.2,15.5531
7.47917,27.2732,65.6254,92.6588,410.545,57.1731,0,0,0,0,26.9146,6.37527,18.1952,7.89632,23291.9,15.5308
7.48958,26.2547,63.3367,89.1983,396.227,55.1792,0,0,0,0,25.976,6.15293,17.5606,7.62094,22479.6,15.5076
7.5,27.734,66.9948,94.2242,419.112,58.3661,0,0,0,0,27.4762,6.5083,18.5748,8.0611,23777.9,15.4837
7.51042,28.3525,68.4862,96.3254,428.442,59.6654,0,0,0,0,28.0879,6.65318,18.9883,8.24055,24307.3,15.4591
7.52083,27.6496,66.6859,93.9376,417.179,58.0969,0,0,0,0,27.3495,6.47828,18.4892,8.02392,23668.3,15.434
7.53125,28.8382,69.3336,97.9755,433.743,60.4036,0,0,0,0,28.4354,6.7355,19.2233,8.3425,24608,15.4085
7.54167,30.8885,73.9029,104.941,462.328,64.3845,0,0,0,0,30.3094,7.17939,20.4902,8.89231,26229.8,15.3828
7.55208,24.3585,57.8937,82.7563,362.176,50.4371,0,0,0,0,23.7436,5.62415,16.0515,6.966,20547.7,15.3571
7.5625,27.2448,64.2065,92.5623,401.668,55.9369,0,0,0,0,26.3327,6.23742,17.8017,7.72559,22788.3,15.3314
7.57292,26.452,61.6953,89.8689,385.959,53.7492,0,0,0,0,25.3028,5.99347,17.1055,7.42344,21897,15.3059
7.58333,26.6045,61.2947,90.3868,383.452,53.4001,0,0,0,0,25.1385,5.95455,16.9944,7.37522,21754.8,15.2807
7.59375,25.3773,57.6456,86.2175,360.624,50.221,0,0,0,0,23.6419,5.60005,15.9827,6.93616,20459.7,15.256
7.60417,27.2977,61.0227,92.742,381.751,53.1632,0,0,0,0,25.0269,5.92812,16.919,7.3425,21658.3,15.2319
7.61458,26.8746,59.0155,91.3045,369.194,51.4145,0,0,0,0,24.2037,5.73313,16.3625,7.10099,20945.9,15.2086
7.625,26.3648,56.775,89.5725,355.178,49.4626,0,0,0,0,23.2848,5.51548,15.7413,6.8314,20150.7,15.1861
7.63542,26.88,56.672,91.3228,354.534,49.3729,0,0,0,0,23.2426,5.50548,15.7128,6.81901,20114.1,15.1646
7.64583,26.4193,54.4537,89.7576,340.656,47.4403,0,0,0,0,22.3328,5.28998,15.0977,6.5521,19326.8,15.1442
7.65625,24.0368,48.371,81.6631,302.604,42.141,0,0,0,0,19.8382,4.69906,13.4112,5.8202,17167.9,15.1251
7.66667,28.6929,56.3138,97.482,352.292,49.0608,0,0,0,0,23.0957,5.47067,15.6134,6.77591,19987,15.1073
7.67708,26.8131,51.2807,91.0955,320.806,44.676,0,0,0,0,21.0315,4.98173,14.218,6.17031,18200.7,15.091
7.6875,25.9334,48.3054,88.107,302.193,42.0839,0,0,0,0,19.8113,4.69269,13.3931,5.81231,17144.7,15.0762
7.69792,27.6433,50.1368,93.9161,313.65,43.6794,0,0,0,0,20.5624,4.8706,13.9008,6.03267,17794.6,15.0631
7.70833,26.3244,46.4961,89.4353,290.874,40.5076,0,0,0,0,19.0692,4.51692,12.8914,5.5946,16502.5,15.0517
7.71875,24.2667,41.7631,82.4444,261.265,36.3842,0,0,0,0,17.1281,4.05713,11.5792,5.02511,14822.6,15.0421
7.72917,28.4335,47.7261,96.6009,298.569,41.5791,0,0,0,0,19.5736,4.63641,13.2324,5.7426,16939,15.0344
7.73958,24.9437,40.8921,84.7443,255.816,35.6254,0,0,0,0,16.7709,3.97252,11.3377,4.92031,14513.5,15.0286
7.75,26.9289,43.1979,91.4889,270.241,37.6341,0,0,0,0,17.7165,4.19651,11.9769,5.19775,15331.9,15.0249
7.76042,27.3898,43.0927,93.0547,269.583,37.5425,0,0,0,0,17.6734,4.1863,11.9478,5.18509,15294.5,15.0231
7.77083,29.0635,44.9707,98.7411,281.331,39.1786,0,0,0,0,18.4436,4.36873,12.4685,5.41106,15961.1,15.0235
7.78125,28.8462,44.0354,98.003,275.48,38.3638,0,0,0,0,18.06,4.27787,12.2092,5.29852,15629.1,15.0259
7.79167,27.4518,41.4886,93.2656,259.548,36.145,0,0,0,0,17.0155,4.03046,11.503,4.99207,14725.2,15.0305
7.80208,26.187,39.3291,88.9684,246.039,34.2637,0,0,0,0,16.1299,3.82068,10.9043,4.73224,13958.8,15.0372
7.8125,26.66,39.9454,90.5755,249.894,34.8006,0,0,0,0,16.3826,3.88055,11.0752,4.8064,14177.5,15.0461
7.82292,28.7069,43.0835,97.5296,269.525,37.5345,0,0,0,0,17.6696,4.1854,11.9452,5.18398,15291.3,15.0571
7.83333,29.6581,44.7628,100.761,280.031,38.9975,0,0,0,0,18.3583,4.34854,12.4108,5.38605,15887.3,15.0702
7.84375,27.9665,42.6127,95.014,266.58,37.1244,0,0,0,0,17.4765,4.13967,11.8147,5.12734,15124.2,15.0854
7.85417,26.3484,40.6788,89.5166,254.482,35.4395,0,0,0,0,16.6834,3.95179,11.2785,4.89464,14437.8,15.1026
7.86458,28.6275,44.933,97.2598,281.096,39.1458,0,0,0,0,18.4281,4.36507,12.458,5.40652,15947.7,15.1218
7.875,26.7154,42.7571,90.7635,267.483,37.2501,0,0,0,0,17.5357,4.15369,11.8547,5.14471,15175.4,15.143
7.88542,26.671,43.6383,90.6127,272.996,38.0178,0,0,0,0,17.8971,4.23929,12.099,5.25074,15488.2,15.1661
7.89583,26.8464,45.0009,91.2088,281.521,39.205,0,0,0,0,18.456,4.37167,12.4769,5.4147,15971.8,15.191
7.90625,28.0296,48.2152,95.2284,301.628,42.0052,0,0,0,0,19.7742,4.68392,13.368,5.80145,17112.6,15.2177
7.91667,27.6009,48.7811,93.7721,305.169,42.4982,0,0,0,0,20.0063,4.7389,13.5249,5.86954,17313.5,15.246
7.92708,28.5777,51.9339,97.0907,324.892,45.245,0,0,0,0,21.2994,5.04518,14.3991,6.2489,18432.5,15.2758
7.9375,28.991,54.1922,98.4948,339.02,47.2124,0,0,0,0,22.2256,5.26457,15.0252,6.52063,19234,15.3072
7.94792,27.9249,53.691,94.8727,335.885,46.7758,0,0,0,0,22.02,5.21588,14.8863,6.46033,19056.1,15.3399
7.95833,24.0513,47.5465,81.7124,297.445,41.4226,0,0,0,0,19.5,4.61896,13.1826,5.72099,16875.3,15.3738
7.96875,24.9166,50.6099,84.6523,316.61,44.0915,0,0,0,0,20.7564,4.91656,14.032,6.08959,17962.6,15.4089
7.97917,27.4421,57.2146,93.2325,357.928,49.8455,0,0,0,0,23.4651,5.55818,15.8632,6.88429,20306.7,15.445
7.98958,27.1381,58.0076,92.1997,362.889,50.5364,0,0,0,0,23.7904,5.63522,16.0831,6.97971,20588.2,15.482
8,30.1655,66.0111,102.485,412.958,57.5091,0,0,0,0,27.0728,6.41273,18.3021,7.94273,23428.8,15.5198
8.01042,27.1851,60.8064,92.3593,380.397,52.9747,0,0,0,0,24.9382,5.90711,16.859,7.31647,21581.5,15.5582
8.02083,27.0185,61.6658,91.7932,385.774,53.7234,0,0,0,0,25.2907,5.9906,17.0973,7.41988,21886.5,15.5971
8.03125,28.5111,66.2781,96.8644,414.628,57.7417,0,0,0,0,27.1823,6.43867,18.3761,7.97485,23523.5,15.6363
8.04167,28.6752,67.7652,97.422,423.931,59.0372,0,0,0,0,27.7922,6.58313,18.7884,8.15379,24051.3,15.6758
8.05208,26.9057,64.5116,91.4102,403.577,56.2027,0,0,0,0,26.4578,6.26706,17.8863,7.7623,22896.6,15.7153
8.0625,27.8704,67.6652,94.6875,423.306,58.9501,0,0,0,0,27.7512,6.57342,18.7607,8.14175,24015.9,15.7548
8.07292,25.6831,63.0133,87.2564,394.204,54.8974,0,0,0,0,25.8433,6.12151,17.4709,7.58202,22364.8,15.7941
8.08333,25.9423,64.194,88.137,401.59,55.926,0,0,0,0,26.3275,6.2362,17.7983,7.72408,22783.8,15.833
8.09375,28.9048,71.9962,98.2019,450.4,62.7233,0,0,0,0,29.5274,6.99416,19.9615,8.66288,25553,15.8715
8.10417,25.3107,63.3391,85.9911,396.242,55.1812,0,0,0,0,25.9769,6.15316,17.5613,7.62122,22480.4,15.9093
8.11458,28.4818,71.4774,96.7646,447.154,62.2713,0,0,0,0,29.3146,6.94376,19.8177,8.60045,25368.9,15.9464
8.125,28.149,70.7198,95.6342,442.415,61.6113,0,0,0,0,29.0039,6.87016,19.6076,8.5093,25100,15.9826
8.13542,28.2741,70.9951,96.0591,444.137,61.8512,0,0,0,0,29.1169,6.89691,19.684,8.54243,25197.7,16.0178
8.14583,28.4688,71.3364,96.7208,446.272,62.1485,0,0,0,0,29.2568,6.93006,19.7786,8.58348,25318.8,16.0519
8.15625,27.9938,69.9037,95.1068,437.309,60.9003,0,0,0,0,28.6692,6.79088,19.3813,8.4111,24810.3,16.0848
8.16667,24.311,60.4226,82.5949,377.997,52.6404,0,0,0,0,24.7808,5.86983,16.7526,7.2703,21445.3,16.1162
8.17708,25.8589,63.8994,87.8538,399.747,55.6694,0,0,0,0,26.2067,6.20759,17.7166,7.68864,22679.3,16.1463
8.1875,26.4076,64.8206,89.718,405.51,56.4719,0,0,0,0,26.5845,6.29708,17.972,7.79948,23006.2,16.1748
8.19792,28.4716,69.3714,96.73,433.979,60.4366,0,0,0,0,28.4509,6.73917,19.2337,8.34705,24621.4,16.2016
8.20833,25.6909,62.1021,87.283,388.503,54.1035,0,0,0,0,25.4696,6.03298,17.2183,7.47238,22041.4,16.2267
8.21875,26.2666,62.972,89.2389,393.946,54.8615,0,0,0,0,25.8264,6.1175,17.4595,7.57706,22350.1,16.2499
8.22917,26.7323,63.5543,90.821,397.588,55.3687,0,0,0,0,26.0652,6.17406,17.6209,7.64712,22556.8,16.2713
8.23958,29.0183,68.4198,98.5874,428.026,59.6076,0,0,0,0,28.0607,6.64673,18.9699,8.23255,24283.7,16.2907
8.25,25.2645,59.0943,85.8342,369.687,51.4832,0,0,0,0,24.236,5.74079,16.3844,7.11047,20973.9,16.3082
8.26042,25.3831,58.9266,86.2371,368.638,51.337,0,0,0,0,24.1672,5.7245,16.3378,7.09029,20914.3,16.3236
8.27083,28.08,64.7409,95.3996,405.011,56.4025,0,0,0,0,26.5518,6.28933,17.9499,7.78989,22978,16.3368
8.28125,24.3327,55.7624,82.6685,348.843,48.5804,0,0,0,0,22.8695,5.41711,15.4606,6.70956,19791.3,16.348
8.29167,27.6781,63.1061,94.0344,394.784,54.9782,0,0,0,0,25.8814,6.13052,17.4966,7.59318,22397.7,16.3571
8.30208,26.6081,60.422,90.3991,377.993,52.6398,0,0,0,0,24.7806,5.86977,16.7525,7.27022,21445.1,16.364
8.3125,25.0795,56.7865,85.2057,355.25,49.4726,0,0,0,0,23.2896,5.5166,15.7445,6.83279,20154.8,16.3687
8.32292,26.6541,60.2501,90.5553,376.917,52.4901,0,0,0,0,24.71,5.85307,16.7048,7.24954,21384.1,16.3713
8.33333,25.862,58.4321,87.8642,365.545,50.9063,0,0,0,0,23.9645,5.67646,16.2008,7.03079,20738.8,16.3718
8.34375,27.4546,62.0758,93.275,388.339,54.0807,0,0,0,0,25.4588,6.03044,17.211,7.46922,22032.1,16.3702
8.35417,27.7215,62.7972,94.1817,392.852,54.7091,0,0,0,0,25.7547,6.10051,17.411,7.55602,22288.1,16.3666
8.36458,29.2531,66.4624,99.3854,415.781,57.9022,0,0,0,0,27.2579,6.45657,18.4272,7.99702,23588.9,16.3609
8.375,27.2088,62.0591,92.4399,388.235,54.0661,0,0,0,0,25.452,6.02881,17.2064,7.46721,22026.1,16.3533
8.38542,27.3631,62.7059,92.9641,392.281,54.6296,0,0,0,0,25.7172,6.09164,17.3857,7.54503,22255.7,16.3437
8.39583,26.4403,60.9172,89.829,381.091,53.0712,0,0,0,0,24.9836,5.91787,16.8898,7.3298,21620.8,16.3324
8.40625,27.194,63.0207,92.3897,394.25,54.9038,0,0,0,0,25.8463,6.12222,17.473,7.58291,22367.4,16.3193
8.41667,28.655,66.8144,97.3534,417.983,58.2089,0,0,0,0,27.4022,6.49077,18.5248,8.03938,23713.9,16.3045
8.42708,24.6047,57.7275,83.5927,361.137,50.2924,0,0,0,0,23.6755,5.60801,16.0054,6.94601,20488.8,16.2882
8.4375,28.1235,66.3862,95.5474,415.304,57.8359,0,0,0,0,27.2266,6.44917,18.4061,7.98786,23561.9,16.2703
8.44792,26.4977,62.9101,90.0238,393.558,54.8075,0,0,0,0,25.801,6.11148,17.4423,7.5696,22328.2,16.2511
8.45833,27.3268,65.2198,92.8407,408.007,56.8197,0,0,0,0,26.7482,6.33586,18.0827,7.84751,23147.9,16.2307
8.46875,27.6687,66.3356,94.0023,414.988,57.7918,0,0,0,0,27.2059,6.44425,18.3921,7.98177,23543.9,16.2091
8.47917,28.3841,68.2985,96.433,427.267,59.5019,0,0,0,0,28.0109,6.63494,18.9363,8.21796,24240.6,16.1864
8.48958,27.5507,66.4634,93.6016,415.787,57.9031,0,0,0,0,27.2583,6.45667,18.4275,7.99714,23589.3,16.1629
8.5,26.6919,64.4774,90.6837,403.363,56.173,0,0,0,0,26.4438,6.26374,17.8769,7.75819,22884.4,16.1386
8.51042,27.6505,66.7907,93.9406,417.835,58.1883,0,0,0,0,27.3925,6.48846,18.5182,8.03653,23705.5,16.1137
8.52083,27.2424,65.7036,92.5539,411.034,57.2412,0,0,0,0,26.9467,6.38286,18.2168,7.90573,23319.6,16.0882
8.53125,26.9478,64.7887,91.5532,405.311,56.4441,0,0,0,0,26.5715,6.29398,17.9632,7.79564,22994.9,16.0624
8.54167,27.5055,65.8089,93.4478,411.693,57.3329,0,0,0,0,26.9899,6.39309,18.246,7.9184,23357,16.0364
8.55208,28.4154,67.5358,96.5393,422.496,58.8374,0,0,0,0,27.6981,6.56085,18.7248,8.12619,23969.9,16.0102
8.5625,27.4145,64.6064,93.1388,404.17,56.2853,0,0,0,0,26.4967,6.27627,17.9126,7.7737,22930.2,15.9842
8.57292,27.4378,63.9945,93.218,400.342,55.7523,0,0,0,0,26.2457,6.21683,17.743,7.70009,22713.1,15.9583
8.58333,25.4735,58.6889,86.5443,367.151,51.13,0,0,0,0,24.0698,5.70141,16.272,7.06169,20830,15.9327
8.59375,27.0533,61.4527,91.9116,384.441,53.5378,0,0,0,0,25.2033,5.9699,17.0382,7.39424,21810.9,15.9077
8.60417,24.6969,55.2086,83.9058,345.378,48.0979,0,0,0,0,22.6424,5.36331,15.307,6.64293,19594.7,15.8832
8.61458,28.2064,61.9399,95.829,387.489,53.9623,0,0,0,0,25.4031,6.01723,17.1733,7.45287,21983.8,15.8595
